"trip_id","arrival_time","departure_time","stop_id","stop_sequence","pickup_type","drop_off_type"
"GO203_23_PTT_7","07:28:00","07:28:00","163","11","0","0"
"GO203_23_PTT_7","07:35:00","07:35:00","204","12","0","0"
"GO203_23_PTT_7","07:48:00","07:48:00","27","13","0","0"
"GO203_23_PTT_7","08:07:00","08:07:00","92","14","0","0"
"GO203_23_PTT_7","08:15:00","08:15:00","132","15","0","0"
"GO203_23_PTT_7","08:29:00","08:31:00","102","16","0","0"
"GO203_23_PTT_7","08:48:00","08:48:00","90","17","0","0"
"GO203_23_PTT_7","08:57:00","08:57:00","118","18","0","0"
"GO203_23_PTT_8","11:36:00","11:41:00","102","1","0","0"
"GO203_23_PTT_8","12:19:00","12:19:00","27","2","0","0"
"GO203_23_PTT_8","12:25:00","12:25:00","26","3","0","0"
"GO203_23_PTT_8","12:35:00","12:35:00","204","4","0","0"
"GO203_23_PTT_8","12:43:00","12:43:00","163","5","0","0"
"GO203_23_PTT_8","12:49:00","12:49:00","21","6","0","0"
"GO203_23_PTT_8","12:56:00","12:56:00","140","7","0","0"
"GO203_23_PTT_8","13:12:00","13:12:00","198","8","0","0"
"GO203_23_PTT_8","13:24:00","13:24:00","233","9","0","0"
"GO203_23_PTT_8","13:33:00","13:33:00","83","10","0","0"
"GO203_23_PTT_8","13:43:00","13:43:00","191","11","0","0"
"GO203_23_PTT_8","13:51:00","13:51:00","13","12","0","0"
"GO203_23_PTT_8","14:01:00","14:01:00","48","13","0","0"
"GO203_23_PTT_8","14:06:00","14:06:00","4","14","0","0"
"GO203_23_PTT_8","14:26:00","14:26:00","141","15","0","0"
"GO203_23_PTT_13","11:30:00","11:30:00","141","1","0","0"
"GO203_23_PTT_13","11:49:00","11:49:00","4","2","0","0"
"GO203_23_PTT_13","11:54:00","11:54:00","48","3","0","0"
"GO203_23_PTT_13","12:04:00","12:04:00","13","4","0","0"
"GO203_23_PTT_13","12:13:00","12:13:00","191","5","0","0"
"GO203_23_PTT_13","12:23:00","12:23:00","83","6","0","0"
"GO203_23_PTT_13","12:33:00","12:33:00","233","7","0","0"
"GO203_23_PTT_13","12:46:00","12:46:00","198","8","0","0"
"GO203_23_PTT_13","13:01:00","13:01:00","140","9","0","0"
"GO203_23_PTT_13","13:08:00","13:08:00","21","10","0","0"
"GO203_23_PTT_13","13:14:00","13:14:00","163","11","0","0"
"GO203_23_PTT_13","13:21:00","13:21:00","204","12","0","0"
"GO203_23_PTT_13","13:26:00","13:26:00","157","13","0","0"
"GO203_23_PTT_13","13:31:00","13:31:00","74","14","0","0"
"GO203_23_PTT_13","13:35:00","13:35:00","100","15","0","0"
"GO203_23_PTT_13","13:40:00","13:40:00","26","16","0","0"
"GO203_23_PTT_13","13:46:00","13:46:00","27","17","0","0"
"GO203_23_PTT_13","14:29:00","14:30:00","102","18","0","0"
"GO203_23_PTT_14","16:07:00","16:07:00","237","1","0","0"
"GO203_23_PTT_14","17:39:00","17:39:00","233","2","0","0"
"GO203_23_PTT_14","17:59:00","17:59:00","191","3","0","0"
"GO203_23_PTT_14","18:07:00","18:07:00","13","4","0","0"
"GO203_23_PTT_14","18:17:00","18:17:00","48","5","0","0"
"GO203_23_PTT_14","18:38:00","18:38:00","141","6","0","0"
"GO203_23_PTT_17","14:46:00","14:46:00","141","1","0","0"
"GO203_23_PTT_17","15:05:00","15:05:00","4","2","0","0"
"GO203_23_PTT_17","15:10:00","15:10:00","48","3","0","0"
"GO203_23_PTT_17","15:20:00","15:20:00","13","4","0","0"
"GO203_23_PTT_17","15:33:00","15:33:00","191","5","0","0"
"GO203_23_PTT_17","15:43:00","15:43:00","83","6","0","0"
"GO203_23_PTT_17","15:53:00","15:53:00","233","7","0","0"
"GO203_23_PTT_17","16:00:00","16:00:00","198","8","0","0"
"GO203_23_PTT_17","17:25:00","17:25:00","102","9","0","0"
"GO203_23_PTT_18","16:30:00","16:30:00","90","1","0","0"
"GO203_23_PTT_18","16:46:00","16:48:00","102","2","0","0"
"GO203_23_PTT_18","17:35:00","17:35:00","26","3","0","0"
"GO203_23_PTT_18","17:40:00","17:40:00","100","4","0","0"
"GO203_23_PTT_18","17:43:00","17:43:00","74","5","0","0"
"GO203_23_PTT_18","17:47:00","17:47:00","157","6","0","0"
"GO203_23_PTT_18","17:50:00","17:50:00","204","7","0","0"
"GO203_23_PTT_18","17:57:00","17:57:00","163","8","0","0"
"GO203_23_PTT_18","18:03:00","18:03:00","21","9","0","0"
"GO203_23_PTT_18","18:10:00","18:10:00","140","10","0","0"
"GO203_23_PTT_18","18:26:00","18:26:00","198","11","0","0"
"GO203_23_PTT_18","18:32:00","18:32:00","233","12","0","0"
"GO203_23_PTT_18","18:41:00","18:41:00","83","13","0","0"
"GO203_23_PTT_18","18:51:00","18:51:00","191","14","0","0"
"GO203_23_PTT_18","18:59:00","18:59:00","13","15","0","0"
"GO203_23_PTT_18","19:09:00","19:09:00","48","16","0","0"
"GO203_23_PTT_18","19:14:00","19:14:00","4","17","0","0"
"GO203_23_PTT_18","19:34:00","19:34:00","141","18","0","0"
"GO203_23_PTT_21","22:04:00","22:04:00","141","1","0","0"
"GO203_23_PTT_21","22:25:00","22:25:00","4","2","0","0"
"GO203_23_PTT_21","22:30:00","22:30:00","48","3","0","0"
"GO203_23_PTT_21","22:40:00","22:40:00","13","4","0","0"
"GO203_23_PTT_21","22:58:00","22:58:00","191","5","0","0"
"GO203_23_PTT_21","23:08:00","23:08:00","83","6","0","0"
"GO203_23_PTT_21","23:18:00","23:18:00","233","7","0","0"
"GO203_23_PTT_21","23:25:00","23:25:00","198","8","0","0"
"GO203_23_PTT_21","23:40:00","23:40:00","140","9","0","0"
"GO203_23_PTT_21","23:47:00","23:47:00","21","10","0","0"
"GO203_23_PTT_21","23:53:00","23:53:00","163","11","0","0"
"GO203_23_PTT_21","24:00:00","24:00:00","204","12","0","0"
"GO203_23_PTT_21","24:05:00","24:05:00","157","13","0","0"
"GO203_23_PTT_21","24:09:00","24:09:00","74","14","0","0"
"GO203_23_PTT_21","24:12:00","24:12:00","100","15","0","0"
"GO203_23_PTT_21","24:17:00","24:17:00","26","16","0","0"
"GO203_23_PTT_21","24:23:00","24:23:00","27","17","0","0"
"GO203_23_PTT_21","25:00:00","25:00:00","102","18","0","0"
"GO203_23_PTT_22","18:31:00","18:31:00","102","1","0","0"
"GO203_23_PTT_22","19:14:00","19:14:00","27","2","0","0"
"GO203_23_PTT_22","19:20:00","19:20:00","26","3","0","0"
"GO203_23_PTT_22","19:25:00","19:25:00","100","4","0","0"
"GO203_23_PTT_22","19:28:00","19:28:00","74","5","0","0"
"GO203_23_PTT_22","19:32:00","19:32:00","157","6","0","0"
"GO203_23_PTT_22","19:37:00","19:37:00","204","7","0","0"
"GO203_23_PTT_22","19:44:00","19:44:00","163","8","0","0"
"GO203_23_PTT_22","19:50:00","19:50:00","21","9","0","0"
"GO203_23_PTT_22","19:57:00","19:57:00","140","10","0","0"
"GO203_23_PTT_22","20:13:00","20:13:00","198","11","0","0"
"GO203_23_PTT_22","20:25:00","20:25:00","233","12","0","0"
"GO203_23_PTT_22","20:34:00","20:34:00","83","13","0","0"
"GO203_23_PTT_22","20:44:00","20:44:00","191","14","0","0"
"GO203_23_PTT_22","20:52:00","20:52:00","13","15","0","0"
"GO203_23_PTT_22","21:02:00","21:02:00","48","16","0","0"
"GO203_23_PTT_22","21:07:00","21:07:00","4","17","0","0"
"GO203_23_PTT_22","21:27:00","21:27:00","141","18","0","0"
"GO203_23_PTT_26","20:50:00","20:50:00","102","1","0","0"
"GO203_23_PTT_26","21:28:00","21:28:00","27","2","0","0"
"GO203_23_PTT_26","21:34:00","21:34:00","26","3","0","0"
"GO203_23_PTT_26","21:39:00","21:39:00","100","4","0","0"
"GO203_23_PTT_26","21:42:00","21:42:00","74","5","0","0"
"GO203_23_PTT_26","21:46:00","21:46:00","157","6","0","0"
"GO203_23_PTT_26","21:51:00","21:51:00","204","7","0","0"
"GO203_23_PTT_26","21:58:00","21:58:00","163","8","0","0"
"GO203_23_PTT_26","22:04:00","22:04:00","21","9","0","0"
"GO203_23_PTT_26","22:11:00","22:11:00","140","10","0","0"
"GO203_23_PTT_26","22:27:00","22:27:00","198","11","0","0"
"GO203_23_PTT_26","22:33:00","22:33:00","233","12","0","0"
"GO203_23_PTT_26","22:44:00","22:44:00","83","13","0","0"
"GO203_23_PTT_26","22:56:00","22:56:00","191","14","0","0"
"GO203_23_PTT_26","23:04:00","23:04:00","13","15","0","0"
"GO203_23_PTT_26","23:14:00","23:14:00","48","16","0","0"
"GO203_23_PTT_26","23:19:00","23:19:00","4","17","0","0"
"GO203_23_PTT_26","23:39:00","23:39:00","141","18","0","0"
"GO203_23_PTT_31","04:10:00","04:10:00","198","1","0","0"
"GO203_23_PTT_31","04:26:00","04:26:00","140","2","0","0"
"GO203_23_PTT_31","04:33:00","04:33:00","21","3","0","0"
"GO203_23_PTT_31","04:40:00","04:40:00","163","4","0","0"
"GO203_23_PTT_31","04:47:00","04:47:00","204","5","0","0"
"GO203_23_PTT_31","04:52:00","04:52:00","157","6","0","0"
"GO203_23_PTT_31","04:56:00","04:56:00","74","7","0","0"
"GO203_23_PTT_31","04:59:00","04:59:00","100","8","0","0"
"GO203_23_PTT_31","05:04:00","05:04:00","26","9","0","0"
"GO203_23_PTT_31","05:10:00","05:10:00","27","10","0","0"
"GO203_23_PTT_32","00:46:00","00:46:00","27","1","0","0"
"GO203_23_PTT_32","00:52:00","00:52:00","26","2","0","0"
"GO203_23_PTT_32","00:58:00","00:58:00","100","3","0","0"
"GO203_23_PTT_32","01:02:00","01:02:00","74","4","0","0"
"GO203_23_PTT_32","01:08:00","01:08:00","157","5","0","0"
"GO203_23_PTT_32","01:15:00","01:15:00","204","6","0","0"
"GO203_23_PTT_32","01:23:00","01:23:00","163","7","0","0"
"GO203_23_PTT_32","01:29:00","01:29:00","21","8","0","0"
"GO203_23_PTT_32","01:36:00","01:36:00","140","9","0","0"
"GO203_23_PTT_32","01:52:00","01:52:00","198","10","0","0"
"GO203_23_PTT_35","05:22:00","05:22:00","198","1","0","0"
"GO203_23_PTT_35","05:39:00","05:39:00","140","2","0","0"
"GO203_23_PTT_35","05:46:00","05:46:00","21","3","0","0"
"GO203_23_PTT_35","05:53:00","05:53:00","163","4","0","0"
"GO203_23_PTT_35","06:00:00","06:00:00","204","5","0","0"
"GO203_23_PTT_35","06:04:00","06:04:00","157","6","0","0"
"GO203_23_PTT_35","06:08:00","06:08:00","74","7","0","0"
"GO203_23_PTT_35","06:12:00","06:12:00","100","8","0","0"
"GO203_23_PTT_35","06:17:00","06:17:00","26","9","0","0"
"GO203_23_PTT_35","06:23:00","06:23:00","27","10","0","0"
"GO203_23_PTT_35","06:49:00","06:49:00","132","11","0","0"
"GO203_23_PTT_35","07:04:00","07:05:00","102","12","0","0"
"GO203_23_PTT_35","07:23:00","07:23:00","90","13","0","0"
"GO203_23_PTT_35","07:35:00","07:35:00","118","14","0","0"
"GO203_23_PTT_36","11:25:00","11:25:00","27","1","0","0"
"GO203_23_PTT_36","11:31:00","11:31:00","26","2","0","0"
"GO203_23_PTT_36","11:36:00","11:36:00","100","3","0","0"
"GO203_23_PTT_36","11:39:00","11:39:00","74","4","0","0"
"GO203_23_PTT_36","11:43:00","11:43:00","157","5","0","0"
"GO203_23_PTT_36","11:48:00","11:48:00","204","6","0","0"
"GO203_23_PTT_36","11:55:00","11:55:00","163","7","0","0"
"GO203_23_PTT_36","12:01:00","12:01:00","21","8","0","0"
"GO203_23_PTT_36","12:08:00","12:08:00","140","9","0","0"
"GO203_23_PTT_36","12:24:00","12:24:00","198","10","0","0"
"GO203_23_PTT_37","05:47:00","05:47:00","198","1","0","0"
"GO203_23_PTT_37","06:04:00","06:04:00","140","2","0","0"
"GO203_23_PTT_37","06:11:00","06:11:00","21","3","0","0"
"GO203_23_PTT_37","06:18:00","06:18:00","163","4","0","0"
"GO203_23_PTT_37","06:25:00","06:25:00","204","5","0","0"
"GO203_23_PTT_37","06:29:00","06:29:00","157","6","0","0"
"GO203_23_PTT_37","06:33:00","06:33:00","74","7","0","0"
"GO203_23_PTT_37","06:37:00","06:37:00","100","8","0","0"
"GO203_23_PTT_37","06:42:00","06:42:00","26","9","0","0"
"GO203_23_PTT_37","06:48:00","06:48:00","27","10","0","0"
"GO203_23_PTT_37","07:08:00","07:08:00","92","11","0","0"
"GO203_23_PTT_37","07:15:00","07:15:00","132","12","0","0"
"GO203_23_PTT_37","07:28:00","07:29:00","102","13","0","0"
"GO203_23_PTT_37","07:47:00","07:47:00","90","14","0","0"
"GO203_23_PTT_37","07:55:00","07:55:00","118","15","0","0"
"GO203_23_PTT_38","13:25:00","13:25:00","27","1","0","0"
"GO203_23_PTT_38","13:31:00","13:31:00","26","2","0","0"
"GO203_23_PTT_38","13:36:00","13:36:00","100","3","0","0"
"GO203_23_PTT_38","13:39:00","13:39:00","74","4","0","0"
"GO203_23_PTT_38","13:43:00","13:43:00","157","5","0","0"
"GO203_23_PTT_38","13:48:00","13:48:00","204","6","0","0"
"GO203_23_PTT_38","13:55:00","13:55:00","163","7","0","0"
"GO203_23_PTT_38","14:01:00","14:01:00","21","8","0","0"
"GO203_23_PTT_38","14:08:00","14:08:00","140","9","0","0"
"GO203_23_PTT_38","14:24:00","14:24:00","198","10","0","0"
"GO203_23_PTT_39","06:18:00","06:18:00","198","1","0","0"
"GO203_23_PTT_39","06:35:00","06:35:00","140","2","0","0"
"GO203_23_PTT_39","06:42:00","06:42:00","21","3","0","0"
"GO203_23_PTT_39","06:49:00","06:49:00","163","4","0","0"
"GO203_23_PTT_39","06:56:00","06:56:00","204","5","0","0"
"GO203_23_PTT_39","07:00:00","07:00:00","157","6","0","0"
"GO203_23_PTT_39","07:04:00","07:04:00","74","7","0","0"
"GO203_23_PTT_39","07:08:00","07:08:00","100","8","0","0"
"GO203_23_PTT_39","07:13:00","07:13:00","26","9","0","0"
"GO203_23_PTT_39","07:19:00","07:19:00","27","10","0","0"
"GO203_23_PTT_39","07:58:00","07:59:00","102","11","0","0"
"GO203_23_PTT_39","08:18:00","08:18:00","237","12","0","0"
"GO203_23_PTT_40","17:15:00","17:15:00","27","1","0","0"
"GO203_23_PTT_40","17:21:00","17:21:00","26","2","0","0"
"GO203_23_PTT_40","17:26:00","17:26:00","100","3","0","0"
"GO203_23_PTT_40","17:30:00","17:30:00","74","4","0","0"
"GO203_23_PTT_40","17:34:00","17:34:00","157","5","0","0"
"GO203_23_PTT_40","17:39:00","17:39:00","204","6","0","0"
"GO203_23_PTT_40","17:47:00","17:47:00","163","7","0","0"
"GO203_23_PTT_40","17:53:00","17:53:00","21","8","0","0"
"GO203_23_PTT_40","18:00:00","18:00:00","140","9","0","0"
"GO203_23_PTT_40","18:16:00","18:16:00","198","10","0","0"
"GO203_23_PTT_41","07:14:00","07:14:00","198","1","0","0"
"GO203_23_PTT_41","07:30:00","07:30:00","140","2","0","0"
"GO203_23_PTT_41","07:37:00","07:37:00","21","3","0","0"
"GO203_23_PTT_41","07:44:00","07:44:00","163","4","0","0"
"GO203_23_PTT_41","07:51:00","07:51:00","204","5","0","0"
"GO203_23_PTT_41","07:56:00","07:56:00","157","6","0","0"
"GO203_23_PTT_41","08:00:00","08:00:00","74","7","0","0"
"GO203_23_PTT_41","08:03:00","08:03:00","100","8","0","0"
"GO203_23_PTT_41","08:08:00","08:08:00","26","9","0","0"
"GO203_23_PTT_41","08:14:00","08:14:00","27","10","0","0"
"GO203_23_PTT_42","17:13:00","17:13:00","237","1","0","0"
"GO203_23_PTT_42","17:32:00","17:33:00","102","2","0","0"
"GO203_23_PTT_42","18:15:00","18:15:00","27","3","0","0"
"GO203_23_PTT_42","18:21:00","18:21:00","26","4","0","0"
"GO203_23_PTT_42","18:26:00","18:26:00","100","5","0","0"
"GO203_23_PTT_42","18:29:00","18:29:00","74","6","0","0"
"GO203_23_PTT_42","18:33:00","18:33:00","157","7","0","0"
"GO203_23_PTT_42","18:38:00","18:38:00","204","8","0","0"
"GO203_23_PTT_42","18:45:00","18:45:00","163","9","0","0"
"GO203_23_PTT_42","18:51:00","18:51:00","21","10","0","0"
"GO203_23_PTT_42","18:58:00","18:58:00","140","11","0","0"
"GO203_23_PTT_42","19:14:00","19:14:00","198","12","0","0"
"GO203_23_PTT_43","13:56:00","13:56:00","198","1","0","0"
"GO203_23_PTT_43","14:13:00","14:13:00","140","2","0","0"
"GO203_23_PTT_43","14:20:00","14:20:00","21","3","0","0"
"GO203_23_PTT_43","14:28:00","14:28:00","163","4","0","0"
"GO203_23_PTT_43","14:35:00","14:35:00","204","5","0","0"
"GO203_23_PTT_43","14:40:00","14:40:00","157","6","0","0"
"GO203_23_PTT_43","14:44:00","14:44:00","74","7","0","0"
"GO203_23_PTT_43","14:47:00","14:47:00","100","8","0","0"
"GO203_23_PTT_43","14:52:00","14:52:00","26","9","0","0"
"GO203_23_PTT_43","14:58:00","14:58:00","27","10","0","0"
"GO203_23_PTT_44","18:28:00","18:28:00","237","1","0","0"
"GO203_23_PTT_44","18:47:00","18:48:00","102","2","0","0"
"GO203_23_PTT_44","19:30:00","19:30:00","27","3","0","0"
"GO203_23_PTT_44","19:36:00","19:36:00","26","4","0","0"
"GO203_23_PTT_44","19:41:00","19:41:00","100","5","0","0"
"GO203_23_PTT_44","19:44:00","19:44:00","74","6","0","0"
"GO203_23_PTT_44","19:48:00","19:48:00","157","7","0","0"
"GO203_23_PTT_44","19:53:00","19:53:00","204","8","0","0"
"GO203_23_PTT_44","20:00:00","20:00:00","163","9","0","0"
"GO203_23_PTT_44","20:06:00","20:06:00","21","10","0","0"
"GO203_23_PTT_44","20:13:00","20:13:00","140","11","0","0"
"GO203_23_PTT_44","20:29:00","20:29:00","198","12","0","0"
"GO203_23_PTT_45","16:10:00","16:10:00","198","1","0","0"
"GO203_23_PTT_45","16:29:00","16:29:00","140","2","0","0"
"GO203_23_PTT_45","16:36:00","16:36:00","21","3","0","0"
"GO203_23_PTT_45","16:44:00","16:44:00","163","4","0","0"
"GO203_23_PTT_45","16:51:00","16:51:00","204","5","0","0"
"GO203_23_PTT_45","16:56:00","16:56:00","157","6","0","0"
"GO203_23_PTT_45","17:00:00","17:00:00","74","7","0","0"
"GO203_23_PTT_45","17:03:00","17:03:00","100","8","0","0"
"GO203_23_PTT_45","17:08:00","17:08:00","26","9","0","0"
"GO203_23_PTT_45","17:14:00","17:14:00","27","10","0","0"
"GO203_23_PTT_45","17:51:00","17:52:00","102","11","0","0"
"GO203_23_PTT_46","20:36:00","20:36:00","27","1","0","0"
"GO203_23_PTT_46","20:42:00","20:42:00","26","2","0","0"
"GO203_23_PTT_46","20:47:00","20:47:00","100","3","0","0"
"GO203_23_PTT_46","20:50:00","20:50:00","74","4","0","0"
"GO203_23_PTT_46","20:54:00","20:54:00","157","5","0","0"
"GO203_23_PTT_46","20:59:00","20:59:00","204","6","0","0"
"GO203_23_PTT_46","21:06:00","21:06:00","163","7","0","0"
"GO203_23_PTT_46","21:12:00","21:12:00","21","8","0","0"
"GO203_23_PTT_46","21:19:00","21:19:00","140","9","0","0"
"GO203_23_PTT_46","21:35:00","21:35:00","198","10","0","0"
"GO203_23_PTT_47","21:07:00","21:07:00","198","1","0","0"
"GO203_23_PTT_47","21:24:00","21:24:00","140","2","0","0"
"GO203_23_PTT_47","21:31:00","21:31:00","21","3","0","0"
"GO203_23_PTT_47","21:38:00","21:38:00","163","4","0","0"
"GO203_23_PTT_47","21:45:00","21:45:00","204","5","0","0"
"GO203_23_PTT_47","21:49:00","21:49:00","157","6","0","0"
"GO203_23_PTT_47","21:53:00","21:53:00","74","7","0","0"
"GO203_23_PTT_47","21:57:00","21:57:00","100","8","0","0"
"GO203_23_PTT_47","22:02:00","22:02:00","26","9","0","0"
"GO203_23_PTT_47","22:08:00","22:08:00","27","10","0","0"
"GO203_23_PTT_47","22:45:00","22:45:00","102","11","0","0"
"GO203_23_PTT_48","22:58:00","22:58:00","102","1","0","0"
"GO203_23_PTT_48","23:37:00","23:37:00","27","2","0","0"
"GO203_23_PTT_48","23:43:00","23:43:00","26","3","0","0"
"GO203_23_PTT_48","23:48:00","23:48:00","100","4","0","0"
"GO203_23_PTT_48","23:52:00","23:52:00","74","5","0","0"
"GO203_23_PTT_48","23:56:00","23:56:00","157","6","0","0"
"GO203_23_PTT_48","24:01:00","24:01:00","204","7","0","0"
"GO203_23_PTT_48","24:08:00","24:08:00","163","8","0","0"
"GO203_23_PTT_48","24:14:00","24:14:00","21","9","0","0"
"GO203_23_PTT_48","24:21:00","24:21:00","140","10","0","0"
"GO203_23_PTT_48","24:37:00","24:37:00","198","11","0","0"
"GO203_23_PTT_49","21:59:00","21:59:00","198","1","0","0"
"GO203_23_PTT_49","22:16:00","22:16:00","140","2","0","0"
"GO203_23_PTT_49","22:23:00","22:23:00","21","3","0","0"
"GO203_23_PTT_49","22:30:00","22:30:00","163","4","0","0"
"GO203_23_PTT_49","22:37:00","22:37:00","204","5","0","0"
"GO203_23_PTT_49","22:41:00","22:41:00","157","6","0","0"
"GO203_23_PTT_49","22:45:00","22:45:00","74","7","0","0"
"GO203_23_PTT_49","22:49:00","22:49:00","100","8","0","0"
"GO203_23_PTT_49","22:54:00","22:54:00","26","9","0","0"
"GO203_23_PTT_49","23:00:00","23:00:00","27","10","0","0"
"GO203_23_PTT_49","23:39:00","23:39:00","102","11","0","0"
"GO203_23_PTT_56","05:40:00","05:40:00","27","1","0","0"
"GO203_23_PTT_56","05:46:00","05:46:00","26","2","0","0"
"GO203_23_PTT_56","05:51:00","05:51:00","100","3","0","0"
"GO203_23_PTT_56","05:54:00","05:54:00","74","4","0","0"
"GO203_23_PTT_56","05:58:00","05:58:00","157","5","0","0"
"GO203_23_PTT_56","06:03:00","06:03:00","204","6","0","0"
"GO203_23_PTT_56","06:10:00","06:10:00","163","7","0","0"
"GO203_23_PTT_57","06:37:00","06:37:00","163","1","0","0"
"GO203_23_PTT_57","06:44:00","06:44:00","204","2","0","0"
"GO203_23_PTT_57","06:49:00","06:49:00","157","3","0","0"
"GO203_23_PTT_57","06:53:00","06:53:00","74","4","0","0"
"GO203_23_PTT_57","06:56:00","06:56:00","100","5","0","0"
"GO203_23_PTT_57","07:01:00","07:01:00","26","6","0","0"
"GO203_23_PTT_57","07:07:00","07:07:00","27","7","0","0"
"GO203_23_PTT_58","07:38:00","07:38:00","27","1","0","0"
"GO203_23_PTT_58","07:44:00","07:44:00","26","2","0","0"
"GO203_23_PTT_58","07:49:00","07:49:00","100","3","0","0"
"GO203_23_PTT_58","07:52:00","07:52:00","74","4","0","0"
